
1	﻿यौ	INJ
1	छिड़िया	VM
1	गेल	VAUX
1	सँ	PSP
1	सभ	QF
1	घूमि	VM
1	-	SYM
1	घूमि	VM
1	कऽ	VAUX
1	प्रभुक	NN
1	वचनक	NN
1	प्रचार	NN
1	करैत	VM
1	छल	VAUX
1	।	SYM

1	फिलिपुस	NNP
1	सामरिया	NNP
1	प्रदेशक	NNP
1	एक	QC
1	शहर	NN
1	मे	PSP
1	आबि	VM
1	कऽ	VAUX
1	उद्धारकर्ता	NN
1	-	SYM
1	मसीहक	NN
1	प्रचार	NN
1	करऽ	VM
1	लगलाह	VAUX
1	।	SYM

1	फिलिपुसक	NNP
1	प्रचारक	NN
1	बात	NN
1	सुनि	VM
1	आ	CC
1	हुनका	PRP
1	द्वारा	PSP
1	कयल	VM
1	चमत्कार	NN
1	सभ	QF
1	देखि	NN
1	भीड़क	NN
1	सभ	QF
1	लोक	NN
1	एक	QC
1	चित्त	NST
1	भऽ	VM
1	कऽ	VAUX
1	हुनका	PRP
1	कथन	NN
1	पर	PSP
1	पूरा	QF
1	ध्यान	NN
1	देबऽ	VM
1	लागल	VAUX
1	।	SYM

1	बड्ड	INTF
1	लोक	NN
1	मे	PSP
1	सँ	PSP
1	दुष्टा‍त्मा	NN
1	सभ	QF
1	चिचिया	RB
1	-	SYM
1	चिचिया	RB
1	कऽ	VM
1	निकलि	VAUX
1	गेल	VAUX
1	आओर	CC
1	बहुत	QF
1	लकबा	NN
1	मारल	VM
1	आ	CC
1	नाङ्गड़	JJ
1	आदमी	NN
1	सभ	QF
1	स्वस्थ	NN
1	भऽ	VM
1	गेल	VAUX
1	।	SYM

1	एहि	PRP
1	सभ	QF
1	सँ	PSP
1	ओहि	NST
1	शहरक	NN
1	लोक	NN
1	बहुत	QF
1	आनन्दित	VM
1	भेल	VAUX
1	।	SYM

1	जादूगर	NN
1	सिमोन	NNP
1	ओहि	NST
1	शहर	NN
1	मे	PSP
1	सिमोन	NNP
1	नामक	NN
1	एक	QC
1	जादूगर	NN
1	बहुत	QF
1	दिन	NN
1	सँ	PSP
1	अपन	PRP
1	जादू	NN
1	देखा	VM
1	कऽ	VAUX
1	सामरियाक	NNP
1	लोक	NN
1	सभ	QF
1	केँ	PSP
1	आश्चर्यचकित	NN
1	कयने	VM
1	छल	VAUX
1	।	SYM

1	ओ	PRP
1	अपना	PRP
1	केँ	PSP
1	बड्ड	INTF
1	पैघ	JJ
1	लोक	NN
1	कहैत	VM
1	छल	VAUX
1	आओर	CC
1	ऊँच	NST
1	-	SYM
1	नीच	NST
1	सभ	QF
1	तरहक	PSP
1	लोक	NN
1	ओकर	PRP
1	बात	NN
1	मानैत	VM
1	छल	VAUX
1	।	SYM

1	ओ	PRP
1	सभ	QF
1	कहैत	VM
1	छल	VAUX
1	जे	PRP
1	ई	PRP
1	आदमी	NN
1	ईश्वरक	NN
1	ओहि	NST
1	शक्तिक	NN
1	अवतार	NN
1	छथि	VM
1	जे	PRP
1	‘	SYM
1	महाशक्ति	JJ
1	’	SYM
1	कहबैत	VM
1	छथि	VAUX
1	।	SYM

1	लोक	NN
1	सभ	QF
1	एहि	PRP
1	लेल	PSP
1	ओकर	PRP
1	बात	NN
1	मानैत	VM
1	छल	VAUX
1	जे	PRP
1	ओ	PRP
1	बड्ड	INTF
1	दिन	NN
1	सँ	PSP
1	एकरा	PRP
1	सभ	QF
1	केँ	PSP
1	अपन	PRP
1	जादू	NN
1	द्वारा	PSP
1	प्रभावित	NN
1	कयने	VM
1	छल	VAUX
1	मुदा	CC
1	ओ	PRP
1	सभ	QF
1	जखन	NST
1	फिलिपुसक	NNP
1	प्रचार	NN
1	सुनि	NN
1	यीशु	NNP
1	मसीह	NNP
1	आ	CC
1	परमेश्वरक	NNP
1	राज्यक	NN
1	शुभ	JJ
1	समाचार	NN
1	पर	PSP
1	विश्वास	NN
1	कयलक	VM
1	तँ	RB
1	पुरुष	NN
1	आओर	CC
1	स्त्री	NN
1	गण	QF
1	सभ	PSP
1	केओ	PRP
1	बपतिस्मा	NN
1	लेबऽ	VM
1	लागल	VAUX
1	।	SYM

1	सिमोन	NNP
1	सेहो	RP
1	विश्वास	NN
1	कयलक	VM
1	आ	CC
1	बपतिस्मा	NN
1	लेलक	VM
1	।	SYM

1	ओ	PRP
1	फिलिपुसक	NNP
1	संगे	RB
1	-	SYM
1	संग	RDP
1	सभतरि	QF
1	घुमैत	VM
1	छल	VAUX
1	आ	CC
1	हुनकर	PRP
1	अद्‌भुत	JJ
1	चिन्ह	NN
1	आओर	CC
1	चमत्कारपूर्ण	NN
1	काज	VM
1	सभ	QF
1	देखि	NN
1	चकित	NN
1	रहि	VM
1	जाइत	VAUX
1	छल	VAUX
1	।	SYM

1	सामरी	NNP
1	विश्वासी	JJ
1	सभ	QF
1	केँ	PSP
1	पवित्र	JJ
1	आत्मा	NN
1	।	SYM

1	यरूशलेम	NNP
1	मे	PSP
1	जखन	NST
1	मसीह	NNP
1	-	SYM
1	दूत	NN
1	सभ	QF
1	ई	PRP
1	सुनलनि	VM
1	जे	PRP
1	सामरिया	NNP
1	प्रदेशक	NNP
1	लोक	NN
1	सभ	QF
1	परमेश्वरक	NNP
1	वचन	NN
1	स्वीकार	NN
1	कऽ	VM
1	लेने	VAUX
1	अछि	VAUX
1	तँ	RB
1	ओ	PRP
1	सभ	QF
1	पत्रुस	NN
1	आ	CC
1	यूहन्नाद	NNP
1	केँ	PSP
1	ओतऽ	NST
1	पठौलनि	VM
1	।	SYM

1	ओ	PRP
1	दूनू	QC
1	गोटे	CL
1	ओतऽ	NST
1	पहुँचि	VM
1	कऽ	VAUX
1	ओकरा	PRP
1	सभक	QF
1	लेल	PSP
1	प्रार्थना	NN
1	कयलनि	VM
1	जाहि	PRP
1	सँ	PSP
1	ओ	PRP
1	सभ	QF
1	पवित्र	JJ
1	आत्मा	NN
1	केँ	PSP
1	प्राप्त	NN
1	करय	VM
1	कारण	NN
1	एखन	NST
1	धरि	PSP
1	ओकरा	PRP
1	सभ	QF
1	मे	PSP
1	सँ	PSP
1	ककरो	PRP
1	पर	PSP
1	पवित्र	JJ
1	आत्मा	NN
1	नहि	NEG
1	आयल	VM
1	छलथिन	VAUX
1	।	SYM

1	ओ	PRP
1	सभ	QF
1	मात्र	JJ
1	प्रभु	NN
1	यीशु	NNP
1	पर	PSP
1	विश्वास	NN
1	कऽ	VM
1	कऽ	PSP
1	हुनका	PRP
1	नाम	NN
1	सँ	PSP
1	बपतिस्मा	NN
1	लेने	VM
1	छल	VAUX
1	।	SYM

1	तखन	NST
1	ओ	PRP
1	दूनू	QO
1	गोटे	CL
1	ओकरा	PRP
1	सभ	QF
1	पर	PSP
1	हाथ	NN
1	रखलनि	VM
1	आओर	CC
1	ओ	PRP
1	सभ	QF
1	पवित्र	JJ
1	आत्मा	NN
1	केँ	PSP
1	प्राप्त	NN
1	कयलक	VM
1	।	SYM

1	सिमोनक	NNP
1	लोभ	NN
1	।	SYM

1	सिमोन	NNP
1	जखन	NST
1	देखलक	VM
1	जे	PRP
1	ककरो	PRP
1	शरीर	NN
1	पर	PSP
1	मसीह	NN
1	-	SYM
1	दूत	NN
1	सभ	QF
1	अपन	PRP
1	हाथ	NN
1	रखैत	VM
1	छथि	VAUX
1	तँ	RB
1	ओकरा	PRP
1	पवित्र	JJ
1	आत्मा	NN
1	भेटैत	VM
1	छथिन	VAUX
1	।	SYM

1	तखन	NST
1	ओ	PRP
1	अपन	PRP
1	पाइ	NN
1	लऽ	VM
1	कऽ	VAUX
1	हुनका	PRP
1	सभ	QF
1	लग	NST
1	गेल	VM
1	आ	CC
1	कहलकनि	VM
1	हमरो	PRP
1	ई	PRP
1	गुण	NN
1	दिअ	VM
1	जाहि	PRP
1	सँ	PSP
1	हम	PRP
1	ककरो	PRP
1	शरीर	NN
1	पर	PSP
1	हाथ	NN
1	राखि	NN
1	तँ	RB
1	ओकरा	PRP
1	पवित्र	JJ
1	आत्मा	NN
1	भेटैक	VM
1	।	SYM

1	एहि	PRP
1	पर	PSP
1	पत्रुस	NN
1	उत्तर	NN
1	देलथिन	VM
1	सत्यानाश	NN
1	होउ	VM
1	तोहर	PRP
1	आओर	CC
1	तोरा	PRP
1	पाइ	NN
1	केँ	PSP
1	जे	PRP
1	तोँ	RB
1	परमेश्वरक	NNP
1	दान	NN
1	केँ	PSP
1	पाइ	NN
1	सँ	PSP
1	मोल	VM
1	लेबऽ	VAUX
1	चाहैत	VAUX
1	छेँ	VAUX
1	।	SYM

1	एहि	PRP
1	काज	NN
1	मे	PSP
1	तोहर	PRP
1	कोनो	PRP
1	हिस्सा	NN
1	वा	CC
1	अधिकार	NN
1	नहि	NEG
1	छौक	VM
1	कारण	NN
1	परमेश्वरक	NNP
1	दृष्टि	NN
1	मे	PSP
1	तोहर	PRP
1	मोन	NN
1	भ्रष्ट	VM
1	छौक	VAUX
1	।	SYM

1	आब	NST
1	तोँ	RB
1	अपना	PRP
1	एहि	PRP
1	दुष्ट	JJ
1	विचारक	NN
1	लेल	PSP
1	पश्चाताप	NN
1	कर	PSP
1	आओर	CC
1	प्रभु	NN
1	सँ	PSP
1	क्षमा	NN
1	माँग	VM
1	।	SYM

1	भऽ	VM
1	सकैत	VAUX
1	अछि	VAUX
1	जे	PRP
1	ओ	PRP
1	तोहर	PRP
1	एहन	JJ
1	विचार	NN
1	केँ	PSP
1	क्षमा	NN
1	कऽ	VM
1	देथुन	VAUX
1	।	SYM

1	हम	PRP
1	देखैत	VM
1	छी	VAUX
1	जे	PRP
1	तोँ	RB
1	ईर्ष्याक	NN
1	विष	NN
1	सँ	PSP
1	भरल	VM
1	आ	CC
1	पाप	NN
1	मे	PSP
1	जकड़ल	VM
1	छेँ	VAUX
1	।	SYM

1	एहि	PRP
1	पर	PSP
1	सिमोन	NNP
1	कहलकनि	VM
1	अहीं	PRP
1	सभ	QF
1	हमरा	PRP
1	लेल	PSP
1	प्रार्थना	NN
1	करू	VM
1	जाहि	PRP
1	सँ	PSP
1	अहाँ	PRP
1	जेना	RP
1	कहलहुँ	VM
1	तेना	RP
1	हमरा	PRP
1	संग	PSP
1	नहि	NEG
1	होअय	VM
1	।	SYM

1	पत्रुस	NNP
1	आओर	CC
1	यूहन्नान	NNP
1	प्रभु	NN
1	यीशुक	NNP
1	विषय	NN
1	मे	PSP
1	साक्षी	NN
1	दऽ	VM
1	कऽ	VAUX
1	आ	CC
1	परमेश्वरक	NNP
1	वचनक	NN
1	प्रचार	NN
1	कऽ	VM
1	कऽ	PSP
1	यरूशलेमक	NNP
1	लेल	PSP
1	फेर	NST
1	विदा	VM
1	भेलाह	VAUX
1	आओर	CC
1	रस्ता़	NN
1	मे	PSP
1	सामरिया	NNP
1	प्रदेशक	NNP
1	बहुतो	QF
1	गाम	NN
1	मे	PSP
1	शुभ	JJ
1	समाचार	NN
1	सुनबैत	VM
1	गेलाह	VAUX
1	।	SYM

1	फिलिपुस	NNP
1	आ	CC
1	इथियोपिया	NNP
1	देशक	NN
1	एक	QC
1	हाकिम	NNP
1	।	SYM

1	एहि	PRP
1	पर	PSP
1	परमेश्वरक	NNP
1	एक	QC
1	स्‍वर्गदूत	NN
1	फिलिपुस	NNP
1	केँ	PSP
1	कहलथिन	VM
1	,	SYM
1	तोँ	RB
1	एतऽ	NST
1	सँ	RB
1	दक्षिण	NST
1	मुँहें	NN
1	विदा	VM
1	भऽ	VAUX
1	कऽ	VAUX
1	यरूशलेम	NNP
1	सँ	PSP
1	गाजा	NNP
1	नगर	NNP
1	जाय	VM
1	बाला	PSP
1	रस्ता	NN
1	पर	PSP
1	जाह	VM
1	जे	PRP
1	बंजरभूमि	NN
1	दऽ	VM
1	कऽ	VAUX
1	गेल	VAUX
1	अछि	VAUX
1	।	SYM

1	ई	PRP
1	सुनि	VM
1	फिलिपुस	NNP
1	विदा	VM
1	भऽ	VAUX
1	गेलाह	VAUX
1	।	SYM

1	रस्ता	NN
1	मे	PSP
1	हुनका	PRP
1	इथियोपिया	NNP
1	देशक	NN
1	एक	QC
1	हाकिम	NN
1	भेटलथिन	VM
1	जे	PRP
1	इथियोपियाक	NNP
1	रानी	NN
1	कन्दकीक	NNP
1	मुख्य	JJ
1	खजांची	NN
1	छलाह	VM
1	।	SYM

1	ओ	PRP
1	आराधना	NN
1	करबाक	VM
1	लेल	PSP
1	यरूशलेम	NNP
1	गेल	VM
1	छलाह	VAUX
1	आ	PRP
1	ओतऽ	NST
1	सँ	PSP
1	घुमैत	VM
1	काल	NST
1	अपना	PRP
1	रथ	NN
1	मे	PSP
1	बैसल	VM
1	धर्मशास्त्र	NN
1	मे	PSP
1	परमेश्वरक	NNP
1	प्रवक्ता	NN
1	यशायाह	NNP
1	द्वारा	PSP
1	लिखल	VM
1	भाग	NN
1	केँ	PSP
1	पढ़ि	VM
1	रहल	VAUX
1	छलाह	VAUX
1	।	SYM

1	तखन	NST
1	पवित्र	JJ
1	आत्मा	NN
1	फिलिपुस	NNP
1	केँ	PSP
1	कहलथिन	VM
1	आगाँ	NST
1	बढ़ि	VM
1	कऽ	VAUX
1	ओहि	PRP
1	रथक	NN
1	संगे	RB
1	-	SYM
1	संग	RDP
1	चलह	VM
1	।	SYM

1	फिलिपुस	NNP
1	दौड़ि	VM
1	कऽ	VAUX
1	रथ	NN
1	लग	NST
1	गेलाह	VM
1	आओर	CC
1	ओहि	NST
1	हाकिम	NN
1	केँ	PSP
1	यशायाहक	NNP
1	पुस्तक	NN
1	मे	PSP
1	सँ	PSP
1	पढ़ैत	VM
1	सुनलनि	VAUX
1	।	SYM

1	तखन	NST
1	फिलिपुस	NNP
1	पुछलथिन	VM
1	अहाँ	PRP
1	जे	PRP
1	पढ़ि	VM
1	रहल	VAUX
1	छी	VAUX
1	से	PSP
1	बुझितो	VM
1	छी	VAUX
1	?	SYM

1	ओ	PRP
1	उत्तर	NN
1	देलथिन	VM
1	हम	PRP
1	कोना	WQ
1	बुझब	VM
1	जाबत	NST
1	केओ	PRP
1	हमरा	PRP
1	बुझाओत	VM
1	नहि	NEG
1	?	SYM

1	ई	PRP
1	कहि	VM
1	कऽ	VAUX
1	ओ	PRP
1	हुनका	PRP
1	सँ	PSP
1	रथ	NN
1	पर	PSP
1	बैसबाक	VM
1	आग्रह	NN
1	कयलथिन	VM
1	।	SYM

1	धर्मशास्त्रक	NN
1	जे	PRP
1	भाग	NN
1	ओ	PRP
1	पढ़ि	VM
1	रहल	VAUX
1	छलाह	VAUX
1	से	PSP
1	ई	PRP
1	छल	VM
1	।	SYM

1	वध	VM
1	करबाक	VAUX
1	लेल	PSP
1	भेँड़ा	NN
1	जकाँ	PSP
1	हुनका	PRP
1	लऽ	VM
1	गेलनि	VAUX
1	आओर	CC
1	भेँड़ी	NN
1	जहिना	RB
1	ऊन	NN
1	छोपयबा	VM
1	काल	NST
1	मे	PSP
1	शान्त	NN
1	रहैत	VM
1	अछि	VAUX
1	तहिना	RB
1	ओ	PRP
1	शान्त	NN
1	रहलाह	VM
1	।	SYM

1	ओ	PRP
1	बेइज्जति	NN
1	कयल	VM
1	गेलाह	VAUX
1	आओर	CC
1	हुनका	PRP
1	उचित	JJ
1	न्याय	NN
1	नहि	NEG
1	भेटलनि	VM
1	।	SYM

1	हुनकर	PRP
1	सन्तानक	NN
1	वर्णन	NN
1	कोना	WQ
1	भऽ	VM
1	सकत	VAUX
1	कारण	NN
1	हुनकर	PRP
1	एहि	PRP
1	पृथ्वी	NN
1	परक	PSP
1	जीवन	NN
1	केँ	PSP
1	समाप्त	VM
1	कऽ	VAUX
1	देल	VAUX
1	गेलनि	VAUX
1	।	SYM

1	हाकिम	NN
1	फिलिपुस	NNP
1	सँ	PSP
1	पुछलथिन	VM
1	हमरा	PRP
1	कहल	VM
1	जाओ	VAUX
1	लेखक	NN
1	ई	PRP
1	बात	NN
1	किनका	PRP
1	विषय	NN
1	मे	PSP
1	कहि	VM
1	रहल	VAUX
1	छथि	VAUX
1	।	SYM

1	अपना	PRP
1	विषय	NN
1	मे	PSP
1	वा	CC
1	किनको	WQ
1	दोसराक	QO
1	विषय	NN
1	मे	PSP
1	?	SYM

1	एहि	PRP
1	पर	PSP
1	फिलिपुस	NNP
1	धर्मशास्त्रक	NN
1	ओही	NST
1	पाठ	NN
1	सँ	PSP
1	शुरू	VM
1	कऽ	VAUX
1	कऽ	VAUX
1	हुनका	PRP
1	यीशुक	NNP
1	सम्बन्ध	NN
1	मे	PSP
1	शुभ	JJ
1	समाचार	NN
1	सुनौलथिन	VM
1	।	SYM

1	जाइत	VM
1	-	SYM
1	जाइत	VM
1	आगाँ	NST
1	रस्ता	NN
1	मे	PSP
1	हुनका	PRP
1	सभ	QF
1	केँ	PSP
1	पानि	NN
1	भेटला	VM
1	पर	PSP
1	हाकिम	NN
1	फिलिपुस	NNP
1	केँ	PSP
1	कहलथिन	VM
1	देखल	VAUX
1	जाओ	VAUX
1	एतऽ	NST
1	पानि	NN
1	अछि	VM
1	।	SYM

1	आब	NST
1	हम	PRP
1	किएक	WQ
1	नहि	NEG
1	बपतिस्माक	NN
1	लऽ	VM
1	ली	VAUX
1	?	SYM

1	फिलिपुस	NNP
1	उत्तर	NN
1	देलथिन	VM
1	,	SYM
1	जँ	PRP
1	अहाँ	PRP
1	सम्पूर्ण	JJ
1	मोन	NN
1	सँ	PSP
1	विश्वास	NN
1	करैत	VM
1	छी	VAUX
1	तँ	RB
1	लऽ	VM
1	सकैत	VAUX
1	छी	VAUX
1	।	SYM

1	ओ	PRP
1	कहलथिन	VM
1	हम	PRP
1	विश्वास	NN
1	करैत	VM
1	छी	VAUX
1	जे	PRP
1	यीशु	NNP
1	मसीह	NN
1	परमेश्वरक	NNP
1	पुत्र	NN
1	छथि	VM
1	।	SYM

1	ई	PRP
1	कहि	VM
1	हाकिम	NN
1	रथ	NN
1	केँ	PSP
1	रोकबा	VM
1	देलथिन	VAUX
1	आओर	CC
1	दूनू	QO
1	गोटे	CL
1	उतरि	VM
1	कऽ	VAUX
1	पानि	NN
1	मे	PSP
1	गेलाह	VM
1	आओर	CC
1	फिलिपुस	NNP
1	हुनका	PRP
1	बपतिस्मा	NN
1	देलथिन	VM
1	।	SYM

1	जखन	NST
1	ओ	PRP
1	सभ	QF
1	पानि	NN
1	मे	PSP
1	सँ	PSP
1	उपर	NST
1	भेलाह	VM
1	तखन	NST
1	एकाएक	RB
1	प्रभुक	NN
1	आत्मा	NN
1	फिलिपुस	NNP
1	केँ	PSP
1	दोसर	QO
1	ठाम	NST
1	लऽ	VM
1	गेलथिन	VAUX
1	आ	CC
1	हाकिम	NN
1	फेर	NST
1	हुनका	PRP
1	नहि	NEG
1	देखलथिन	VM
1	मुदा	CC
1	आनन्दपूर्बक	NN
1	ओ	PRP
1	अपन	PRP
1	रस्ता	NN
1	पर	PSP
1	बढ़ैत	VM
1	गेलाह	VAUX
1	।	SYM

1	एम्हर	PRP
1	फिलिपुस	NNP
1	अपना	PRP
1	केँ	PSP
1	अश्दोद	NNP
1	नगर	NNP
1	मे	PSP
1	पौलनि	VM
1	।	SYM

1	ओतऽ	NST
1	सँ	PSP
1	आगाँ	NST
1	बढ़ि	VM
1	कऽ	VAUX
1	सभ	QF
1	नगर	NN
1	मे	PSP
1	ओ	PRP
1	शुभ	JJ
1	समाचारक	NN
1	प्रचार	NN
1	करैत	VM
1	-	SYM
1	करैत	VM
1	कैसरिया	NNP
1	पहुँचलाह	VM
1	।	SYM

1	साउल	NNP
1	केँ	PSP
1	यीशुक	NNP
1	दर्शन	NN
1	।	SYM

1	साउल	NNP
1	एखनो	PRP
1	धरि	PSP
1	प्रभु	NN
1	यीशुक	NNP
1	शिष्य	NN
1	सभ	QF
1	केँ	PSP
1	धमकी	NN
1	दैत	VM
1	छल	VAUX
1	आ	CC
1	हुनका	PRP
1	सभक	QF
1	हत्या	NN
1	करबाक	VM
1	फिराक	NST
1	मे	PSP
1	रहैत	VM
1	छल	VAUX
1	।	SYM

1	पत्र	NN
1	मँगलक	VM
1	जाहि	PRP
1	सँ	PSP
1	जँ	PRP
1	ओकरा	PRP
1	दमिश्क	NNP
1	मे	RB
1	एहि	PRP
1	पंथ	NN
1	केँ	PSP
1	मानऽ	VM
1	बाला	PSP
1	लोक	NN
1	सभ	QF
1	भेटैक	VM
1	तँ	RB
1	ओ	PRP
1	ओकरा	PRP
1	सभ	QF
1	केँ	PSP
1	चाहे	VM
1	स्त्री	NN
1	गण	RP
1	होअय	VM
1	वा	CC
1	पुरुष	NN
1	,	SYM
1	बन्दी	VM
1	बना	VAUX
1	कऽ	VAUX
1	यरूशलेम	NNP
1	आनि	VM
1	सकय	VAUX
1	।	SYM

1	जखन	NST
1	ओ	PRP
1	दमिश्कक	NNP
1	नगर	NN
1	लग	NST
1	पहुँचल	VM
1	तँ	RB
1	एकाएक	RB
1	आकाश	NN
1	सँ	PSP
1	बड्ड	INTF
1	तेज	JJ
1	प्रकाश	NN
1	ओकरा	PRP
1	चारू	QO
1	कात	NST
1	पड़ल	VM
1	।	SYM

1	ओ	PRP
1	जमीन	NN
1	पर	PSP
1	खसि	VM
1	पड़ल	VAUX
1	आ	CC
1	ओकरा	PRP
1	एक	QC
1	स्वर	NN
1	सुनाइ	VM
1	देलक	VAUX
1	,	SYM
1	हौ	INJ
1	साउल	NNP
1	,	SYM
1	हौ	INJ
1	साउल	NNP
1	,	SYM
1	तोँ	RB
1	हमरा	PRP
1	किएक	WQ
1	सतबैत	VM
1	छह	VAUX
1	?	SYM

1	ओ	PRP
1	पुछलकनि	VM
1	,	SYM
1	यौ	INJ
1	प्रभु	NN
1	,	SYM
1	अहाँ	PRP
1	के	PSP
1	छी	VM
1	?	SYM

1	ओ	PRP
1	उत्तर	NN
1	देलथिन	VM
1	,	SYM
1	हम	PRP
1	यीशु	NNP
1	छी	VM
1	जिनका	PRP
1	तोँ	RB
1	सता	VM
1	रहल	VAUX
1	छह	VAUX
1	।	SYM

1	आब	NST
1	तोँ	RB
1	उठि	VM
1	कऽ	VAUX
1	शहर	NN
1	मे	PSP
1	जाह	VM
1	,	SYM
1	ओतऽ	NST
1	तोरा	PRP
1	कहल	VM
1	जयतह	VAUX
1	जे	PRP
1	तोरा	PRP
1	की	WQ
1	करबाक	VM
1	छह	VAUX
1	।	SYM

1	साउलक	NNP
1	संग	RB
1	जे	PRP
1	लोक	NN
1	सभ	QF
1	जा	VM
1	रहल	VAUX
1	छल	VAUX
1	से	PSP
1	सभ	QF
1	अवाक	VM
1	रहि	VAUX
1	गेल	VAUX
1	,	SYM
1	कारण	NN
1	ओ	PRP
1	सभ	QF
1	आवाज	NN
1	सुनलक	VM
1	मुदा	CC
1	ककरो	PRP
1	देखलक	VM
1	नहि	NEG
1	।	SYM

1	साउल	NNP
1	जमीन	NN
1	पर	PSP
1	सँ	PSP
1	उठलाह	VM
1	मुदा	CC
1	ओ	PRP
1	जखन	NST
1	आँखि	NN
1	तकलनि	VM
1	तँ	RB
1	हुनका	PRP
1	किछु	QF
1	देखाइ	VM
1	नहि	NEG
1	दैत	VM
1	छलनि	VAUX
1	।	SYM

1	तेँ	RB
1	ओ	PRP
1	सभ	QF
1	हुनका	PRP
1	हाथ	NN
1	पकड़ि	VM
1	कऽ	VAUX
1	दमिश्क	NNP
1	शहर	NN
1	मे	PSP
1	लऽ	VM
1	गेलनि	VAUX
1	।	SYM

1	ओ	PRP
1	तीन	QC
1	दिन	NN
1	धरि	PSP
1	आन्हर	VM
1	रहलाह	VAUX
1	आ	CC
1	किछु	QF
1	नहि	NEG
1	खयलनि	VM
1	-	SYM
1	पिलनि	VM
1	।	SYM

1	दमिश्कआ	NNP
1	नगर	NN
1	मे	PSP
1	साउल	NNP
1	।	SYM

1	दमिश्क	NNP
1	मे	PSP
1	हननियाह	NNP
1	नामक	NN
1	एक	QC
1	शिष्य	NN
1	छलाह	VM
1	,	SYM
1	जिनका	PRP
1	प्रभु	NN
1	यीशु	NNP
1	दर्शन	NN
1	दऽ	VM
1	कऽ	VAUX
1	कहलथिन	VAUX
1	,	SYM
1	हौ	INJ
1	हननियाह	NNP
1	!	SYM

1	ओ	PRP
1	उत्तर	NN
1	देलथिन	VM
1	,	SYM
1	कहल	VM
1	जाओ	VAUX
1	प्रभु	NN
1	।	SYM

1	प्रभु	NN
1	आज्ञा	VM
1	देलथिन	VAUX
1	,	SYM
1	उठह	VM
1	,	SYM
1	सोझका	NNP
1	गली	NN
1	नामक	NN
1	रस्ता	NN
1	मे	PSP
1	जा	VM
1	कऽ	VAUX
1	यहूदाक	NNP
1	घर	NN
1	मे	PSP
1	तरसुस	NNP
1	निवासी	NN
1	साउलक	NNP
1	खोज	VM
1	करह	VAUX
1	,	SYM
1	ओ	PRP
1	प्रार्थना	NN
1	कऽ	VM
1	रहल	VAUX
1	अछि	VAUX
1	आओर	CC
1	ओकरा	PRP
1	मोन	NN
1	मे	PSP
1	एक	QC
1	टा	CL
1	दृश्य	NN
1	देखाइ	VM
1	पड़ल	VAUX
1	छैक	VM
1	जे	PRP
1	हमरा	PRP
1	घर	NN
1	मे	PSP
1	हननियाह	NNP
1	नामक	NN
1	एक	QC
1	आदमी	NN
1	अयलाह	VM
1	आ	CC
1	हमरा	PRP
1	पर	PSP
1	हाथ	NN
1	रखलनि	VM
1	जे	PRP
1	हम	PRP
1	देखि	VM
1	सकी	VAUX
1	।	SYM

1	हननियाह	NNP
1	उत्तर	NN
1	देलथिन	VM
1	,	SYM
1	यौ	INJ
1	प्रभु	NN
1	,	SYM
1	हम	PRP
1	एहि	PRP
1	आदमीक	NN
1	बारे	NST
1	मे	PSP
1	बड्ड	INTF
1	किछु	QF
1	सुनने	VM
1	छी	VAUX
1	जे	PRP
1	कोना	WQ
1	ओ	PRP
1	यरूशलेम	NNP
1	मे	PSP
1	अहाँक	PRP
1	चुनल	VM
1	लोक	NN
1	सभ	QF
1	केँ	PSP
1	सतबैत	VM
1	छल	VAUX
1	आ	CC
1	एहि	PRP
1	ठाम	NST
1	अहाँक	PRP
1	शिष्य	NN
1	सभ	QF
1	केँ	PSP
1	पकड़बाक	VM
1	लेल	PSP
1	मुख्य	JJ
1	पुरोहित	NN
1	सभक	QF
1	आदेश	NN
1	-	SYM
1	पत्र	NN
1	लऽ	VM
1	कऽ	VAUX
1	आयल	VAUX
1	अछि	VAUX
1	।	SYM

1	प्रभु	NN
1	उत्तर	NN
1	देलथिन	VM
1	,	SYM
1	तोँ	RB
1	जाह	VM
1	,	SYM
1	ओकरा	PRP
1	हम	PRP
1	चुनने	VM
1	छी	VAUX
1	जाहि	PRP
1	सँ	PSP
1	ओ	PRP
1	गैर	JJ
1	-	SYM
1	यहूदी	NNP
1	,	SYM
1	ओकर	PRP
1	सभक	QF
1	राजा	NN
1	सभ	QF
1	मे	PSP
1	आ	CC
1	इस्राएली	NNP
1	लोकक	NN
1	बीच	PSP
1	मे	PSP
1	हमर	PRP
1	नामक	NN
1	प्रचार	NN
1	करय	VM
1	।	SYM

1	आब	NST
1	हम	PRP
1	ओकरा	PRP
1	देखयबैक	VM
1	जे	PRP
1	हमर	PRP
1	नामक	NN
1	कारणेँ	NN
1	ओकरा	PRP
1	कतेक	WQ
1	कष्ट	NN
1	सहऽ	VM
1	पड़तैक	VAUX
1	।	SYM

1	तखन	NST
1	हननियाह	NNP
1	गेलाह	VM
1	आ	CC
1	ओहि	NST
1	घर	NN
1	मे	PSP
1	प्रवेश	VM
1	कऽ	VAUX
1	साउल	NNP
1	पर	PSP
1	हाथ	NN
1	राखि	VM
1	कऽ	VAUX
1	कहलथिन	VAUX
1	,	SYM
